Fecha,item_name,Precio unita COP,Costo Unit COP,quantity,transaction_type,received_by,time_of_sale
2024-11-05 00:00:00,cafe expresso,1500.0,975.0,72.0,Online,Mr.,Night
2024-03-03 00:00:00,cafe expresso,1500.0,975.0,101.0,Cash,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-02-20 00:00:00,Cold coffee,3000.0,1950.0,67.0,Online,Mrs.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-12-01 00:00:00,cafe expresso,1500.0,975.0,96.0,Cash,Mr.,Evening
2024-12-22 00:00:00,Torta de queso,1900.0,1235.0,82.0,Cash,Mr.,Midnight
2024-02-05 00:00:00,Empanadas Carne,1500.0,975.0,104.0,Cash,Mr.,Night
2024-11-05 00:00:00,cafe expresso,1500.0,975.0,68.0,Online,Mrs.,Evening
2024-05-13 00:00:00,Cold coffee,3000.0,1950.0,101.0,Cash,Mr.,Night
2024-03-23 00:00:00,Sandwich,4500.0,2925.0,79.0,Online,Mrs.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-06-09 00:00:00,Pastel pollo,2300.0,1495.0,93.0,Cash,Mrs.,Afternoon
2024-07-02 00:00:00,Cold coffee,3000.0,1950.0,97.0,Cash,Mr.,Afternoon
2024-03-29 00:00:00,Cold coffee,3000.0,1950.0,89.0,Online,Mrs.,Midnight
2024-01-13 00:00:00,Cold coffee,3000.0,1950.0,68.0,Online,Mrs.,Morning
2024-06-06 00:00:00,Sandwich,4500.0,2925.0,68.0,Online,Mr.,Evening
2024-10-14 00:00:00,Chocorramo,2900.0,1885.0,94.0,Cash,Mrs.,Afternoon
2024-04-08 00:00:00,Chocorramo,2900.0,1885.0,76.0,Cash,Mrs.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-08-26 00:00:00,Empanadas Carne,1500.0,975.0,97.0,Cash,Mr.,Morning
2024-11-13 00:00:00,Empanadas Carne,1500.0,975.0,71.0,Cash,Mrs.,Night
2024-12-25 00:00:00,Sandwich,4500.0,2925.0,85.0,Online,Mrs.,Evening
2024-04-26 00:00:00,cafe americano,1800.0,1170.0,64.0,Online,Mr.,Night
2024-10-26 00:00:00,Sandwich,4500.0,2925.0,105.0,Online,Mr.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-05-24 00:00:00,Sandwich,4500.0,2925.0,83.0,Cash,Mrs.,Morning
2024-12-01 00:00:00,Chocorramo,2900.0,1885.0,83.0,Cash,Mrs.,Afternoon
2024-04-24 00:00:00,Chocorramo,2900.0,1885.0,82.0,Online,Mrs.,Morning
2024-12-15 00:00:00,Chocorramo,2900.0,1885.0,73.0,Cash,Mrs.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-07-26 00:00:00,Sandwich,4500.0,2925.0,61.0,Cash,Mrs.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-09-16 00:00:00,Sandwich,4500.0,2925.0,78.0,Online,Mrs.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-09 00:00:00,cafe americano,1800.0,1170.0,103.0,Online,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-09 00:00:00,papas de pollo,2700.0,1755.0,89.0,Online,Mrs.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-12-22 00:00:00,cafe expresso,1500.0,975.0,65.0,Online,Mrs.,Afternoon
2024-12-28 00:00:00,cafe expresso,1500.0,975.0,81.0,Online,Mrs.,Morning
2024-12-24 00:00:00,Torta de queso,1900.0,1235.0,95.0,Online,Mr.,Morning
2024-09-14 00:00:00,cafe expresso,1500.0,975.0,99.0,Cash,Mrs.,Midnight
2024-10-19 00:00:00,Torta de queso,1900.0,1235.0,74.0,Online,Mr.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-04-16 00:00:00,cafe americano,1800.0,1170.0,105.0,Cash,Mr.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-12-01 00:00:00,cafe americano,1800.0,1170.0,95.0,Online,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-05-22 00:00:00,Empanadas Carne,1500.0,975.0,72.0,Cash,Mr.,Morning
2024-04-05 00:00:00,Empanadas Carne,1500.0,975.0,69.0,Online,Mrs.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-19 00:00:00,Cold coffee,3000.0,1950.0,100.0,Cash,Mrs.,Morning
2024-12-22 00:00:00,cafe expresso,1500.0,975.0,105.0,Cash,Mrs.,Afternoon
2024-08-17 00:00:00,cafe americano,1800.0,1170.0,74.0,Online,Mr.,Night
2024-03-19 00:00:00,Cold coffee,3000.0,1950.0,95.0,Online,Mrs.,Afternoon
2024-08-22 00:00:00,Sandwich,4500.0,2925.0,62.0,Cash,Mr.,Night
2024-08-04 00:00:00,cafe americano,1800.0,1170.0,76.0,Online,Mr.,Afternoon
2024-12-05 00:00:00,Sandwich,4500.0,2925.0,82.0,Cash,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-05-16 00:00:00,Sandwich,4500.0,2925.0,99.0,Cash,Mr.,Night
2024-10-17 00:00:00,Pastel pollo,2300.0,1495.0,101.0,Cash,Mr.,Afternoon
2024-05-09 00:00:00,cafe americano,1800.0,1170.0,73.0,Cash,Mr.,Evening
2024-07-25 00:00:00,Sandwich,4500.0,2925.0,92.0,Online,Mrs.,Midnight
2024-11-05 00:00:00,Pastel pollo,2300.0,1495.0,101.0,Online,Mrs.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-07-01 00:00:00,Chocorramo,2900.0,1885.0,77.0,Online,Mrs.,Morning
2024-11-19 00:00:00,Cocacola 1.5lt,7000.0,4550.0,77.0,Online,Mr.,Night
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-07-17 00:00:00,Cold coffee,3000.0,1950.0,68.0,Cash,Mrs.,Evening
2024-03-25 00:00:00,Torta de queso,1900.0,1235.0,63.0,Online,Mr.,Midnight
2024-06-06 00:00:00,Cold coffee,3000.0,1950.0,70.0,Online,Mr.,Morning
2024-01-20 00:00:00,Cold coffee,3000.0,1950.0,97.0,Online,Mrs.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-01-25 00:00:00,Sandwich,4500.0,2925.0,63.0,Online,Mrs.,Morning
2024-02-03 00:00:00,Cocacola 1.5lt,7000.0,4550.0,90.0,Online,Mr.,Evening
2024-03-08 00:00:00,cafe expresso,1500.0,975.0,79.0,Online,Mrs.,Night
2024-04-11 00:00:00,Torta de queso,1900.0,1235.0,92.0,Online,Mrs.,Midnight
2024-02-24 00:00:00,Empanadas Carne,1500.0,975.0,75.0,Cash,Mrs.,Morning
2024-05-03 00:00:00,cafe expresso,1500.0,975.0,78.0,Cash,Mrs.,Night
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-06-15 00:00:00,Pastel pollo,2300.0,1495.0,93.0,Online,Mr.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-16 00:00:00,Chocorramo,2900.0,1885.0,98.0,Online,Mr.,Evening
2024-08-18 00:00:00,Chocorramo,2900.0,1885.0,90.0,Online,Mr.,Night
2024-03-02 00:00:00,Chocorramo,2900.0,1885.0,79.0,Cash,Mrs.,Evening
2024-01-10 00:00:00,Cocacola 1.5lt,7000.0,4550.0,86.0,Cash,Mrs.,Evening
2024-03-02 00:00:00,Cocacola 1.5lt,7000.0,4550.0,61.0,Cash,Mrs.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-07-26 00:00:00,Empanadas Carne,1500.0,975.0,104.0,Cash,Mr.,Afternoon
2024-08-10 00:00:00,Sandwich,4500.0,2925.0,64.0,Online,Mr.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-12-09 00:00:00,Pastel pollo,2300.0,1495.0,64.0,Online,Mr.,Midnight
2024-11-19 00:00:00,Pastel pollo,2300.0,1495.0,63.0,Cash,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-16 00:00:00,cafe americano,1800.0,1170.0,71.0,Online,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-08-15 00:00:00,Chocorramo,2900.0,1885.0,95.0,Online,Mr.,Afternoon
2024-01-05 00:00:00,papas de pollo,2700.0,1755.0,104.0,Cash,Mr.,Evening
2024-02-03 00:00:00,papas de pollo,2700.0,1755.0,86.0,Online,Mr.,Night
2024-02-24 00:00:00,Cocacola 1.5lt,7000.0,4550.0,104.0,Cash,Mr.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-09-14 00:00:00,Cold coffee,3000.0,1950.0,82.0,Online,Mrs.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-12-25 00:00:00,Cold coffee,3000.0,1950.0,104.0,Cash,Mr.,Midnight
2024-06-30 00:00:00,Sandwich,4500.0,2925.0,60.0,Online,Mrs.,Midnight
2024-01-05 00:00:00,Cold coffee,3000.0,1950.0,85.0,Cash,Mrs.,Afternoon
2024-04-23 00:00:00,cafe americano,1800.0,1170.0,94.0,Online,Mr.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-07-12 00:00:00,Pastel pollo,2300.0,1495.0,92.0,Online,Mrs.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-10-17 00:00:00,Chocorramo,2900.0,1885.0,71.0,Cash,Mrs.,Morning
2024-12-01 00:00:00,papas de pollo,2700.0,1755.0,65.0,Online,Mrs.,Evening
2024-08-24 00:00:00,Empanadas Carne,1500.0,975.0,65.0,Online,Mr.,Morning
2024-02-08 00:00:00,Torta de queso,1900.0,1235.0,103.0,Online,Mr.,Afternoon
2024-01-28 00:00:00,Torta de queso,1900.0,1235.0,79.0,Cash,Mrs.,Morning
2024-12-28 00:00:00,Empanadas Carne,1500.0,975.0,61.0,Cash,Mr.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-10-17 00:00:00,Sandwich,4500.0,2925.0,86.0,Online,Mr.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-12-22 00:00:00,Chocorramo,2900.0,1885.0,95.0,Cash,Mrs.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-01-30 00:00:00,Cold coffee,3000.0,1950.0,71.0,Cash,Mr.,Afternoon
2024-07-27 00:00:00,Empanadas Carne,1500.0,975.0,97.0,Cash,Mr.,Night
2024-11-06 00:00:00,cafe expresso,1500.0,975.0,84.0,Cash,Mr.,Night
2024-04-08 00:00:00,Torta de queso,1900.0,1235.0,105.0,Cash,Mrs.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-08-31 00:00:00,Empanadas Carne,1500.0,975.0,96.0,Online,Mrs.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-09-21 00:00:00,Sandwich,4500.0,2925.0,101.0,Online,Mrs.,Night
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-29 00:00:00,Cold coffee,3000.0,1950.0,101.0,Cash,Mrs.,Afternoon
2024-01-03 00:00:00,Chocorramo,2900.0,1885.0,62.0,Cash,Mrs.,Afternoon
2024-02-10 00:00:00,papas de pollo,2700.0,1755.0,70.0,Cash,Mrs.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-07-06 00:00:00,Sandwich,4500.0,2925.0,80.0,Online,Mr.,Midnight
2024-04-23 00:00:00,Torta de queso,1900.0,1235.0,103.0,Cash,Mrs.,Night
2024-08-22 00:00:00,Torta de queso,1900.0,1235.0,88.0,Cash,Mr.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-10-27 00:00:00,Pastel pollo,2300.0,1495.0,63.0,Online,Mr.,Midnight
2024-09-04 00:00:00,Sandwich,4500.0,2925.0,93.0,Online,Mr.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-08-14 00:00:00,Cold coffee,3000.0,1950.0,104.0,Online,Mrs.,Afternoon
2024-04-24 00:00:00,Sandwich,4500.0,2925.0,74.0,Online,Mr.,Evening
2024-04-19 00:00:00,cafe americano,1800.0,1170.0,92.0,Cash,Mr.,Afternoon
2024-06-30 00:00:00,cafe americano,1800.0,1170.0,103.0,Online,Mrs.,Midnight
2024-03-26 00:00:00,Pastel pollo,2300.0,1495.0,77.0,Cash,Mr.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-09-03 00:00:00,Chocorramo,2900.0,1885.0,92.0,Cash,Mrs.,Morning
2024-02-03 00:00:00,Chocorramo,2900.0,1885.0,83.0,Cash,Mr.,Afternoon
2024-11-17 00:00:00,Chocorramo,2900.0,1885.0,81.0,Online,Mr.,Evening
2024-02-05 00:00:00,papas de pollo,2700.0,1755.0,76.0,Cash,Mr.,Evening
2024-05-06 00:00:00,Cocacola 1.5lt,7000.0,4550.0,70.0,Online,Mr.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-01-25 00:00:00,cafe expresso,1500.0,975.0,94.0,Cash,Mrs.,Evening
2024-05-16 00:00:00,Empanadas Carne,1500.0,975.0,93.0,Cash,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-05-17 00:00:00,cafe expresso,1500.0,975.0,103.0,Cash,Mrs.,Evening
2024-10-16 00:00:00,cafe expresso,1500.0,975.0,99.0,Online,Mr.,Morning
2024-05-20 00:00:00,cafe americano,1800.0,1170.0,98.0,Online,Mrs.,Midnight
2024-08-26 00:00:00,Sandwich,4500.0,2925.0,62.0,Cash,Mr.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-05-24 00:00:00,papas de pollo,2700.0,1755.0,96.0,Cash,Mrs.,Morning
2024-02-25 00:00:00,papas de pollo,2700.0,1755.0,74.0,Online,Mr.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-09-04 00:00:00,Sandwich,4500.0,2925.0,74.0,Cash,Mrs.,Midnight
2024-07-31 00:00:00,cafe expresso,1500.0,975.0,81.0,Cash,Mr.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-05-03 00:00:00,Sandwich,4500.0,2925.0,80.0,Online,Mr.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-09 00:00:00,Sandwich,4500.0,2925.0,86.0,Online,Mrs.,Evening
2024-12-20 00:00:00,Torta de queso,1900.0,1235.0,97.0,Cash,Mr.,Morning
2024-02-03 00:00:00,Sandwich,4500.0,2925.0,65.0,Cash,Mr.,Night
2024-01-25 00:00:00,Pastel pollo,2300.0,1495.0,61.0,Online,Mr.,Midnight
2024-06-01 00:00:00,cafe americano,1800.0,1170.0,86.0,Cash,Mr.,Night
2024-03-02 00:00:00,Sandwich,4500.0,2925.0,101.0,Cash,Mr.,Night
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-06-10 00:00:00,Chocorramo,2900.0,1885.0,67.0,Online,Mr.,Night
2024-01-30 00:00:00,Chocorramo,2900.0,1885.0,60.0,Cash,Mrs.,Afternoon
2024-12-25 00:00:00,papas de pollo,2700.0,1755.0,81.0,Online,Mr.,Night
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-02-03 00:00:00,Cold coffee,3000.0,1950.0,89.0,Cash,Mr.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-05-17 00:00:00,Sandwich,4500.0,2925.0,88.0,Online,Mrs.,Midnight
2024-03-22 00:00:00,cafe americano,1800.0,1170.0,64.0,Online,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-11-19 00:00:00,Cold coffee,3000.0,1950.0,70.0,Cash,Mr.,Night
2024-07-17 00:00:00,Chocorramo,2900.0,1885.0,91.0,Cash,Mrs.,Night
2024-07-23 00:00:00,Chocorramo,2900.0,1885.0,76.0,Cash,Mrs.,Afternoon
2024-07-10 00:00:00,papas de pollo,2700.0,1755.0,73.0,Online,Mr.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-10-29 00:00:00,Torta de queso,1900.0,1235.0,64.0,Online,Mr.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-08-06 00:00:00,Cold coffee,3000.0,1950.0,60.0,Online,Mr.,Morning
2024-04-23 00:00:00,cafe americano,1800.0,1170.0,90.0,Cash,Mrs.,Afternoon
2024-03-03 00:00:00,papas de pollo,2700.0,1755.0,92.0,Cash,Mr.,Evening
2024-10-17 00:00:00,papas de pollo,2700.0,1755.0,98.0,Online,Mrs.,Evening
2024-10-24 00:00:00,Cocacola 1.5lt,7000.0,4550.0,90.0,Online,Mr.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-13 00:00:00,Cold coffee,3000.0,1950.0,73.0,Cash,Mr.,Morning
2024-10-24 00:00:00,Cold coffee,3000.0,1950.0,67.0,Cash,Mrs.,Evening
2024-07-07 00:00:00,Cold coffee,3000.0,1950.0,82.0,Cash,Mrs.,Evening
2024-10-03 00:00:00,cafe expresso,1500.0,975.0,88.0,Cash,Mr.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-01-13 00:00:00,Cold coffee,3000.0,1950.0,95.0,Online,Mr.,Morning
2024-08-23 00:00:00,Cold coffee,3000.0,1950.0,68.0,Cash,Mrs.,Midnight
2024-03-13 00:00:00,Cold coffee,3000.0,1950.0,81.0,Cash,Mr.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-11-29 00:00:00,Sandwich,4500.0,2925.0,83.0,Cash,Mrs.,Night
2024-09-11 00:00:00,Sandwich,4500.0,2925.0,75.0,Cash,Mrs.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-11-25 00:00:00,papas de pollo,2700.0,1755.0,73.0,Cash,Mrs.,Morning
2024-04-24 00:00:00,papas de pollo,2700.0,1755.0,76.0,Online,Mr.,Midnight
2024-03-02 00:00:00,papas de pollo,2700.0,1755.0,95.0,Online,Mr.,Night
2024-01-05 00:00:00,Cocacola 1.5lt,7000.0,4550.0,90.0,Online,Mr.,Afternoon
2024-04-05 00:00:00,Cocacola 1.5lt,7000.0,4550.0,93.0,Online,Mr.,Night
2024-01-03 00:00:00,Cocacola 1.5lt,7000.0,4550.0,98.0,Cash,Mrs.,Midnight
2024-04-08 00:00:00,Cocacola 1.5lt,7000.0,4550.0,85.0,Online,Mr.,Midnight
2024-07-21 00:00:00,Cocacola 1.5lt,7000.0,4550.0,85.0,Online,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-08-22 00:00:00,cafe expresso,1500.0,975.0,92.0,Cash,Mrs.,Night
2024-12-13 00:00:00,Torta de queso,1900.0,1235.0,67.0,Cash,Mr.,Night
2024-11-29 00:00:00,Sandwich,4500.0,2925.0,84.0,Cash,Mrs.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-03 00:00:00,papas de pollo,2700.0,1755.0,70.0,Cash,Mrs.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-10-16 00:00:00,cafe expresso,1500.0,975.0,75.0,Cash,Mrs.,Midnight
2024-09-14 00:00:00,Cold coffee,3000.0,1950.0,61.0,Cash,Mr.,Morning
2024-12-15 00:00:00,Cold coffee,3000.0,1950.0,77.0,Cash,Mr.,Night
2024-04-18 00:00:00,Sandwich,4500.0,2925.0,77.0,Online,Mr.,Midnight
2024-11-22 00:00:00,Cold coffee,3000.0,1950.0,103.0,Online,Mrs.,Night
2024-03-26 00:00:00,Cold coffee,3000.0,1950.0,78.0,Online,Mrs.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-10-27 00:00:00,Cold coffee,3000.0,1950.0,91.0,Cash,Mr.,Night
2024-12-28 00:00:00,Pastel pollo,2300.0,1495.0,100.0,Cash,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-12-12 00:00:00,Chocorramo,2900.0,1885.0,97.0,Online,Mrs.,Morning
2024-09-15 00:00:00,Cocacola 1.5lt,7000.0,4550.0,73.0,Cash,Mrs.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-05-09 00:00:00,Empanadas Carne,1500.0,975.0,82.0,Cash,Mrs.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-26 00:00:00,Cold coffee,3000.0,1950.0,96.0,Cash,Mr.,Evening
2024-12-22 00:00:00,cafe expresso,1500.0,975.0,69.0,Online,Mr.,Evening
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-03-14 00:00:00,Sandwich,4500.0,2925.0,81.0,Cash,Mrs.,Midnight
2024-06-12 00:00:00,Chocorramo,2900.0,1885.0,84.0,Cash,Mrs.,Morning
2024-05-15 00:00:00,papas de pollo,2700.0,1755.0,68.0,Online,Mrs.,Midnight
2024-11-16 00:00:00,papas de pollo,2700.0,1755.0,92.0,Online,Mr.,Evening
2024-05-12 00:00:00,papas de pollo,2700.0,1755.0,79.0,Cash,Mrs.,Afternoon
2024-07-23 00:00:00,papas de pollo,2700.0,1755.0,61.0,Cash,Mrs.,Afternoon
2024-11-17 00:00:00,Cocacola 1.5lt,7000.0,4550.0,102.0,Cash,Mr.,Evening
2024-05-13 00:00:00,Cocacola 1.5lt,7000.0,4550.0,93.0,Online,Mr.,Night
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-05-15 00:00:00,Empanadas Carne,1500.0,975.0,88.0,Cash,Mr.,Midnight
2024-11-13 00:00:00,Cold coffee,3000.0,1950.0,75.0,Cash,Mr.,Night
2024-06-10 00:00:00,Cold coffee,3000.0,1950.0,79.0,Cash,Mrs.,Night
2024-07-10 00:00:00,Sandwich,4500.0,2925.0,100.0,Cash,Mrs.,Morning
2024-04-26 00:00:00,cafe americano,1800.0,1170.0,100.0,Cash,Mr.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-06-25 00:00:00,Pastel pollo,2300.0,1495.0,104.0,Cash,Mrs.,Evening
2024-01-05 00:00:00,Pastel pollo,2300.0,1495.0,99.0,Cash,Mrs.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-12-01 00:00:00,Chocorramo,2900.0,1885.0,74.0,Online,Mrs.,Midnight
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-12-15 00:00:00,Torta de queso,1900.0,1235.0,81.0,Cash,Mrs.,Morning
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-10-28 00:00:00,papas de pollo,2700.0,1755.0,95.0,Online,Mr.,Night
2024-12-01 00:00:00,Cocacola 1.5lt,7000.0,4550.0,92.0,Online,Mrs.,Afternoon
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
Fecha Desconocida,nan,0.0,0.0,0.0,nan,nan,nan
2024-06-10 00:00:00,cafe expresso,1500.0,975.0,105.0,Cash,Mrs.,Morning
2024-12-17 00:00:00,Cold coffee,3000.0,1950.0,63.0,Cash,Mr.,Night
2024-10-01 00:00:00,Torta de queso,1900.0,1235.0,83.0,Cash,Mrs.,Evening
2024-08-22 00:00:00,Sandwich,4500.0,2925.0,82.0,Cash,Mr.,Morning
2024-06-25 00:00:00,Sandwich,4500.0,2925.0,96.0,Cash,Mr.,Evening
2024-06-26 00:00:00,Torta de queso,1900.0,1235.0,88.0,Cash,Mrs.,Evening
